Feature_1,Feature_2,Label
3.3238442690503462,5.761514928204012,1
3.579297789503702,4.5896588408241445,1
5.202786170602817,1.7003124885231136,1
3.180697802754207,5.769018283232985,1
3.882727120140548,5.202490855480478,1
3.3431300951872567,4.193642064405174,1
2.8773059419985647,4.623131917821255,1
2.8959388748213626,4.753499532670584,1
2.381524644560959,4.339771693457862,1
3.1209811357830173,4.043359877671101,1
6.415167908272123,1.5719580870455663,1
3.793008408072676,4.381092250586575,1
5.339883396489679,2.915729382927177,1
3.0485387746740202,5.484322495266444,1
2.669106767615806,5.426216667398112,1
6.206465727137812,1.7181377235980126,1
4.938052137845096,1.7371224891596195,1
5.9438359751545855,1.8895152002333886,1
2.7767425239664894,5.428199397161736,1
3.180818012523817,4.677440122697438,1
6.037902279096863,1.661419144243944,1
4.764177749936355,1.6015523722647615,1
3.107046872065102,4.377130610644006,1
6.2649020889576414,2.72078431032895,1
6.579055436750034,2.395831346981468,1
3.943092950605265,5.087288906415919,1
2.1962583827193862,5.092316929266152,1
2.4688481431369476,5.23679621531759,1
3.030115104970513,6.231621056242643,1
3.049825682543821,4.7482621729419,1
6.288278481527883,2.155625077271768,1
2.8882686073370745,5.357000247046046,1
5.562190873307621,1.308600134517832,1
5.770319550229878,1.5750778152676042,1
5.734749426194736,1.71209087967766,1
2.961449145292948,5.170575987408322,1
2.7625273444195217,4.673335383713144,1
6.038684153823809,1.5693578993358681,1
6.319296229388687,1.16923996886552,1
2.5459879622393946,4.293848149332354,1
5.774967264260378,2.3114249661737496,1
2.5365347642109586,4.9702373219691,1
2.3111653160214543,4.531087480042439,1
5.618370421728741,1.0975589496677405,1
6.412708174494015,2.4067548180003193,1
2.137541083743484,4.718856235379514,1
3.6334555745933113,4.64616526719061,1
1.3793663299654637,4.487806179332855,1
6.50314640460722,1.7115540652384256,1
5.232942914632189,2.6388384109492544,1
5.993876613576543,1.5513728142570842,1
5.743066541331653,1.4703932390555243,1
2.764034067105283,5.544475298483683,1
5.640777889373782,1.8932764241440765,1
6.035783118609697,1.7611712766174417,1
3.146536236649341,4.642824290986816,1
6.775575987761261,2.0578373171464293,1
3.4112724560515946,4.389578175014488,1
3.104431797502378,4.0201649380601125,1
6.487559866708875,1.9264713092489307,1
2.9241074524822084,5.2941586032422885,1
3.165631715701782,5.48777256356118,1
5.865062532353314,1.5106181421088463,1
7.0303739624409936,2.877670421221602,1
5.723175347326409,1.4010610537055759,1
6.652739403577165,2.0105019208163797,1
2.446832512996986,4.401896687959665,1
3.7013971554680496,4.29907446860386,1
6.112046240905208,2.0062962003908975,1
2.3998517964721118,4.832749382079526,1
7.539440404227619,2.5597874557172884,1
6.090933127529247,2.124110293150168,1
5.186228781058419,2.024042473330691,1
3.113729967302065,5.653571377141214,1
5.347765249747574,2.3348362744150193,1
6.168801331037601,1.7940615169387664,1
6.436160318360339,2.091671002869176,1
5.946484820022721,1.482378838790313,1
2.5552427851872386,4.592094857517281,1
4.071972044662663,5.316959511159006,1
5.26070687711008,2.5718770216034645,1
6.982362566458194,2.017631775985864,1
3.257523843153024,6.92636574532736,1
3.411030079997245,5.948396491326974,1
2.5126591648863394,5.393542301871226,1
5.862474151424178,0.8490394176322076,1
3.148060138532288,5.130527636089945,1
6.322687974792574,2.6843157787661744,1
3.0321400095477316,4.461127611035347,1
5.89115939838639,2.549388425993595,1
5.711614334715834,2.377695612912878,1
3.40643105941948,5.314814420961806,1
5.67408194609892,2.023699335658207,1
6.4178460560325705,1.435146572671191,1
6.42882981160101,1.9200307350182864,1
6.048497982496359,2.2975785127184567,1
3.1383453996650097,5.413591624518012,1
6.589720060360643,1.7654121739476476,1
6.161359280169044,1.5863845282238385,1
5.143432735454561,2.676936187082706,1
6.024260813972414,1.5845249417944811,1
6.373646802561631,2.3051851327167325,1
6.129861250860741,1.5478416874477956,1
5.990743432003805,1.8556706805399308,1
2.842365377679827,5.379484610246633,1
6.7255718038975205,2.4796354130426033,1
6.5838910308299035,2.1272104216506067,1
2.2403150170229935,4.757882963566875,1
2.993251387631033,4.47114453552205,1
3.312833673882503,4.571421221791859,1
5.590889658383264,3.0461936378427303,1
6.814307772785646,1.3099492708925542,1
6.1972260711891485,1.7895077595898685,1
2.7799777566515083,5.065370288643046,1
6.51876997212895,1.7449918005726266,1
6.163463686882081,1.8904497355955678,1
3.2609707828084487,5.148492336616593,1
2.867671583381022,6.360084583294809,1
3.1718091447842305,4.118479922318633,1
5.676713557878736,1.4592259981928026,1
3.293428546900135,6.095227812904989,1
6.638832447894212,1.704214305582085,1
3.022785919951907,4.674199826197092,1
6.002621849859092,2.023490296882371,1
3.58158187607748,5.0051165305097935,1
3.4497999377166253,5.153649760438305,1
3.1287751953613823,4.962777042116916,1
3.2483570765056164,4.930867849414407,1
5.945619925771571,2.2008558610494706,1
2.7573182260854483,5.040937069693161,1
3.1788936801741414,5.280392263184117,1
5.880525976566795,1.546218168979201,1
5.966960100676341,1.3944919001187717,1
5.517538269709948,2.3430257299992197,1
2.580391238388681,4.845393812074393,1
2.292314628974793,4.78967733861732,1
2.464553750969444,5.241236207621593,1
3.2854452553465836,5.567782820090299,1
4.061078098506316,5.5162326302755735,1
2.87371592430342,4.376108409017576,1
5.5888898022167846,2.121843605745956,1
6.1448874284482065,3.0377003993227194,1
4.157329283336754,4.066367403704126,1
6.589648592031914,2.0337592407050544,1
3.25751763360433,5.256892975456104,1
3.056758672625624,5.331065337260523,1
6.751178526048014,2.037047390209888,1
2.260739004816286,4.640077895802646,1
5.942730077373691,2.618908155986731,1
3.8162056519658174,4.284929311019684,1
1.6901274479551278,5.410951252187612,1
5.703803037880565,1.568004615160092,1
3.732824384460777,4.8871118497567325,1
3.1785077429825237,4.653545202369673,1
2.6083733538318814,4.838969241897162,1
6.600606961081972,1.7959623134892242,1
6.435562351715846,1.8369882339160795,1
6.3163909330531425,3.135346428902198,1
5.6218246273578485,1.2888731452011628,1
2.6423481453700157,5.339798874467338,1
2.5766031409657977,4.242576387657068,1
3.221909714073114,5.387317026714668,1
5.764480847190838,2.116024968678818,1
2.648973453061324,4.836168926701116,1
3.49448142616835,9.211428902558659,-1
7.7839273017368615,3.5785357471525856,-1
0.8722236853092382,-3.5040876746207577,-1
-0.30299665398160647,7.858818332398963,-1
6.213380140918506,5.329161244736728,-1
-0.7529860684503706,9.51855763459191,-1
8.98931168960506,-2.6025742291475815,-1
1.1818996064852074,-3.065527842345059,-1
2.6509069155144527,2.3961029061158055,-1
4.18334022370539,-1.3403337568313294,-1
6.342234736668553,-3.7680982295673306,-1
2.505735782422618,-0.13821050730093276,-1
4.472839810604431,6.562815382288218,-1
1.3960853859003168,2.2277510146177857,-1
6.108974826344509,-5.256793396480036,-1
6.29053822281726,-3.2716140210033355,-1
-0.2193808841766458,9.182168596053332,-1
10.587584396894712,6.934357569863378,-1
2.6553652300804482,-4.437246175897858,-1
7.210796318145883,1.0424398998336208,-1
0.4644588181373459,1.922830561780323,-1
-0.5873377466173793,8.549126433260513,-1
2.105359779200203,4.6003565496637115,-1
2.7405329130729315,2.321088338844973,-1
5.560523352119356,-3.0423287115915674,-1
10.635015533174702,6.402125173777833,-1
10.273987298770269,8.317237606842381,-1
6.174799745733022,8.74998776036987,-1
0.061910024623033966,-2.864274201293677,-1
-0.4572725330735432,-0.7947147077877705,-1
3.6641274762737837,-1.6584154916176654,-1
8.944850109823152,-0.29194677290257154,-1
2.371214116248569,2.6831373305319755,-1
0.6910906996971518,6.835151692064635,-1
-0.10539227584275013,9.790190985608277,-1
8.26693723155989,-2.8205490954532415,-1
-0.9337345945167712,7.0473828552773465,-1
7.4822881261714045,5.664114688655797,-1
8.25524416023135,-4.815285572254554,-1
3.301588742531271,-4.146095047597925,-1
