customer_id,month_idx,year_month,income,total_spend,credit_balance,credit_limit,utilization_ratio,bill_payment_delay_days,bill_due_date,bill_paid_date,n_subs_active,essential_ratio,distress_level,defaulted
CUST_9A3515AF,6,2022-06,138321.84,18773.4,228271.94,554361.73,0.4118,0,2022-07-15,2022-07-15,5,0.3303,0.0865,1
CUST_9A3515AF,7,2022-07,131208.53,32365.25,243515.3,554361.73,0.4393,4,2022-08-14,2022-08-18,5,0.3454,0.1297,1
CUST_9A3515AF,8,2022-08,136839.05,27935.94,239860.5,554361.73,0.4327,1,2022-09-13,2022-09-14,5,0.3605,0.1729,1
CUST_9A3515AF,9,2022-09,135621.44,28829.3,263533.98,554361.73,0.4754,0,2022-10-13,2022-10-13,5,0.3757,0.2162,1
CUST_9A3515AF,10,2022-10,124386.6,37343.57,249340.26,554361.73,0.4498,5,2022-11-12,2022-11-17,5,0.3908,0.2594,1
CUST_9A3515AF,11,2022-11,121101.34,21224.49,294863.87,554361.73,0.5319,0,2022-12-12,2022-12-12,5,0.4059,0.3026,1
CUST_9A3515AF,12,2022-12,141699.47,52679.88,313174.55,554361.73,0.5649,0,2023-01-11,2023-01-11,5,0.421,0.3458,1
CUST_9A3515AF,13,2023-01,141286.95,54071.34,325484.29,554361.73,0.5871,8,2023-02-10,2023-02-18,5,0.4362,0.3891,1
CUST_9A3515AF,14,2023-02,127122.51,29257.37,340147.41,554361.73,0.6136,0,2023-03-12,2023-03-12,5,0.4513,0.4323,1
CUST_9A3515AF,15,2023-03,149441.24,29383.35,336180.36,554361.73,0.6064,21,2023-04-11,2023-05-02,5,0.4664,0.4755,1
CUST_9A3515AF,16,2023-04,113661.8,44208.86,348632.01,554361.73,0.6289,22,2023-05-11,2023-06-02,5,0.4816,0.5188,1
CUST_9A3515AF,17,2023-05,115346.82,17581.48,395473.51,554361.73,0.7134,4,2023-06-10,2023-06-14,4,0.4967,0.562,1
CUST_04832EF9,0,2022-01,120827.98,22852.32,45619.65,309739.36,0.1473,0,2022-01-16,2022-01-16,5,0.3,0.0,1
CUST_04832EF9,1,2022-01,122752.89,32584.88,46663.95,309739.36,0.1507,0,2022-02-15,2022-02-15,5,0.3,0.0,1
CUST_04832EF9,2,2022-03,117888.26,27509.67,38056.4,309739.36,0.1229,0,2022-03-17,2022-03-17,5,0.3,0.0,1
CUST_04832EF9,3,2022-04,131347.08,28395.04,34424.04,309739.36,0.1111,0,2022-04-16,2022-04-16,5,0.3,0.0,1
CUST_04832EF9,4,2022-05,120679.88,24353.62,43956.52,309739.36,0.1419,6,2022-05-16,2022-05-22,5,0.3,0.0,1
CUST_04832EF9,5,2022-05,109537.71,67532.97,37535.08,309739.36,0.1212,0,2022-06-15,2022-06-15,5,0.3,0.0,1
CUST_04832EF9,6,2022-06,124096.06,75074.64,41386.93,309739.36,0.1336,4,2022-07-15,2022-07-19,5,0.3,0.0,1
CUST_04832EF9,7,2022-07,114205.43,33956.3,41972.83,309739.36,0.1355,6,2022-08-14,2022-08-20,5,0.3266,0.076,1
CUST_04832EF9,8,2022-08,116894.97,44140.91,71473.27,309739.36,0.2308,8,2022-09-13,2022-09-21,5,0.3532,0.1521,1
CUST_04832EF9,9,2022-09,115724.39,46753.64,71296.15,309739.36,0.2302,5,2022-10-13,2022-10-18,5,0.3798,0.2281,1
CUST_04832EF9,10,2022-10,106801.02,31789.4,89292.53,309739.36,0.2883,8,2022-11-12,2022-11-20,5,0.4065,0.3042,1
CUST_04832EF9,11,2022-11,129218.76,53495.84,104200.63,309739.36,0.3364,9,2022-12-12,2022-12-21,5,0.4331,0.3802,1
CUST_04832EF9,12,2022-12,104296.77,46918.42,118564.5,309739.36,0.3828,5,2023-01-11,2023-01-16,4,0.4597,0.4563,1
CUST_04832EF9,13,2023-01,120116.73,38597.12,141036.86,309739.36,0.4553,9,2023-02-10,2023-02-19,4,0.4863,0.5323,1
CUST_04832EF9,14,2023-02,85913.12,67312.7,161068.35,309739.36,0.52,20,2023-03-12,2023-04-01,3,0.5129,0.6083,1
CUST_04832EF9,15,2023-03,107108.54,43014.03,161494.95,309739.36,0.5214,19,2023-04-11,2023-04-30,2,0.5395,0.6844,1
CUST_04832EF9,16,2023-04,98064.43,15821.25,205288.87,309739.36,0.6628,11,2023-05-11,2023-05-22,2,0.5661,0.7604,1
CUST_04832EF9,17,2023-05,74087.62,27757.01,193970.15,309739.36,0.6262,29,2023-06-10,2023-07-09,1,0.5928,0.8365,1
CUST_26E8C1D7,0,2022-01,122649.14,42062.11,130485.47,472379.15,0.2762,1,2022-01-16,2022-01-17,5,0.3,0.0,0
CUST_26E8C1D7,1,2022-01,125632.31,30414.51,116859.2,472379.15,0.2474,0,2022-02-15,2022-02-15,5,0.3,0.0,0
CUST_26E8C1D7,2,2022-03,132633.73,44561.62,116067.02,472379.15,0.2457,1,2022-03-17,2022-03-18,5,0.3,0.0,0
CUST_26E8C1D7,3,2022-04,122632.8,29985.54,119548.36,472379.15,0.2531,0,2022-04-16,2022-04-16,5,0.3,0.0,0
CUST_26E8C1D7,4,2022-05,113702.77,30696.22,131628.55,472379.15,0.2787,1,2022-05-16,2022-05-17,5,0.3,0.0,0
CUST_26E8C1D7,5,2022-05,135974.45,34471.9,88016.41,472379.15,0.1863,5,2022-06-15,2022-06-20,5,0.3,0.0,0
CUST_26E8C1D7,6,2022-06,132122.88,27883.21,145758.41,472379.15,0.3086,0,2022-07-15,2022-07-15,5,0.3,0.0,0
CUST_26E8C1D7,7,2022-07,133177.78,47526.44,117595.71,472379.15,0.2489,0,2022-08-14,2022-08-14,5,0.3,0.0,0
CUST_26E8C1D7,8,2022-08,123772.41,58267.15,111309.5,472379.15,0.2356,3,2022-09-13,2022-09-16,5,0.3,0.0,0
CUST_26E8C1D7,9,2022-09,128096.77,35423.46,124555.85,472379.15,0.2637,0,2022-10-13,2022-10-13,5,0.3,0.0,0
CUST_26E8C1D7,10,2022-10,130351.04,41711.4,113629.19,472379.15,0.2405,0,2022-11-12,2022-11-12,5,0.3,0.0,0
CUST_26E8C1D7,11,2022-11,119797.88,68917.07,149648.32,472379.15,0.3168,0,2022-12-12,2022-12-12,5,0.3,0.0,0
CUST_26E8C1D7,12,2022-12,112889.49,52815.82,115621.75,472379.15,0.2448,0,2023-01-11,2023-01-11,5,0.3,0.0,0
CUST_26E8C1D7,13,2023-01,134642.32,58521.13,127863.36,472379.15,0.2707,0,2023-02-10,2023-02-10,5,0.3,0.0,0
CUST_26E8C1D7,14,2023-02,121415.05,38676.66,146699.01,472379.15,0.3106,3,2023-03-12,2023-03-15,5,0.3,0.0,0
CUST_26E8C1D7,15,2023-03,128319.57,54129.9,133102.73,472379.15,0.2818,0,2023-04-11,2023-04-11,5,0.3,0.0,0
CUST_26E8C1D7,16,2023-04,126345.27,34484.15,150972.0,472379.15,0.3196,0,2023-05-11,2023-05-11,5,0.3,0.0,0
CUST_26E8C1D7,17,2023-05,121917.27,34925.22,96997.8,472379.15,0.2053,0,2023-06-10,2023-06-10,5,0.3,0.0,0
CUST_1E4CD0C6,0,2022-01,88472.29,82713.43,26622.74,251840.4,0.1057,0,2022-01-16,2022-01-16,5,0.3,0.0,1
CUST_1E4CD0C6,1,2022-01,85074.59,75980.49,27334.91,251840.4,0.1085,0,2022-02-15,2022-02-15,5,0.3,0.0,1
CUST_1E4CD0C6,2,2022-03,82009.47,76493.81,39399.01,251840.4,0.1564,0,2022-03-17,2022-03-17,5,0.3,0.0,1
CUST_1E4CD0C6,3,2022-04,86749.56,50157.15,48798.81,251840.4,0.1938,0,2022-04-16,2022-04-16,5,0.3,0.0,1
CUST_1E4CD0C6,4,2022-05,85500.24,23639.6,36365.31,251840.4,0.1444,2,2022-05-16,2022-05-18,5,0.3,0.0,1
CUST_1E4CD0C6,5,2022-05,85977.48,50779.76,36905.35,251840.4,0.1465,5,2022-06-15,2022-06-20,5,0.3,0.0,1
CUST_1E4CD0C6,6,2022-06,77340.64,26532.35,42979.61,251840.4,0.1707,2,2022-07-15,2022-07-17,5,0.3189,0.0539,1
CUST_1E4CD0C6,7,2022-07,73535.2,35456.21,32356.01,251840.4,0.1285,6,2022-08-14,2022-08-20,5,0.3377,0.1078,1
CUST_1E4CD0C6,8,2022-08,77354.7,21391.1,55369.12,251840.4,0.2199,3,2022-09-13,2022-09-16,5,0.3566,0.1617,1
CUST_1E4CD0C6,9,2022-09,81994.13,58643.29,64538.45,251840.4,0.2563,0,2022-10-13,2022-10-13,5,0.3755,0.2157,1
CUST_1E4CD0C6,10,2022-10,66565.4,20402.68,91644.15,251840.4,0.3639,0,2022-11-12,2022-11-12,5,0.3944,0.2696,1
CUST_1E4CD0C6,11,2022-11,77499.65,33745.42,73785.54,251840.4,0.293,8,2022-12-12,2022-12-20,5,0.4132,0.3235,1
CUST_1E4CD0C6,12,2022-12,78534.1,28114.38,103067.48,251840.4,0.4093,5,2023-01-11,2023-01-16,5,0.4321,0.3774,1
CUST_1E4CD0C6,13,2023-01,82557.25,32643.41,94652.28,251840.4,0.3758,6,2023-02-10,2023-02-16,5,0.451,0.4313,1
CUST_1E4CD0C6,14,2023-02,63687.17,24725.19,98968.05,251840.4,0.393,0,2023-03-12,2023-03-12,4,0.4698,0.4852,1
CUST_1E4CD0C6,15,2023-03,64700.56,39179.38,117393.82,251840.4,0.4661,21,2023-04-11,2023-05-02,4,0.4887,0.5392,1
CUST_1E4CD0C6,16,2023-04,74587.06,18221.33,113795.21,251840.4,0.4519,14,2023-05-11,2023-05-25,4,0.5076,0.5931,1
CUST_1E4CD0C6,17,2023-05,67902.22,27407.11,131270.95,251840.4,0.5212,17,2023-06-10,2023-06-27,3,0.5264,0.647,1
CUST_F28F6CAE,0,2022-01,43847.31,50455.48,58048.57,210561.41,0.2757,3,2022-01-16,2022-01-19,5,0.3,0.0,1
CUST_F28F6CAE,1,2022-01,48030.72,65182.95,49787.81,210561.41,0.2365,0,2022-02-15,2022-02-15,5,0.3,0.0,1
CUST_F28F6CAE,2,2022-03,44181.91,67592.29,52160.25,210561.41,0.2477,0,2022-03-17,2022-03-17,5,0.3,0.0,1
CUST_F28F6CAE,3,2022-04,48947.89,55957.79,48871.78,210561.41,0.2321,0,2022-04-16,2022-04-16,5,0.3,0.0,1
CUST_F28F6CAE,4,2022-05,47147.09,68141.3,37628.69,210561.41,0.1787,0,2022-05-16,2022-05-16,5,0.3,0.0,1
CUST_F28F6CAE,5,2022-05,45935.97,37005.17,51425.07,210561.41,0.2442,2,2022-06-15,2022-06-17,5,0.3,0.0,1
CUST_F28F6CAE,6,2022-06,48476.87,76579.2,44468.9,210561.41,0.2112,0,2022-07-15,2022-07-15,5,0.3,0.0,1
CUST_F28F6CAE,7,2022-07,49000.63,59103.98,50673.62,210561.41,0.2407,2,2022-08-14,2022-08-16,5,0.3,0.0,1
CUST_F28F6CAE,8,2022-08,48907.58,62910.96,40567.41,210561.41,0.1927,4,2022-09-13,2022-09-17,5,0.3,0.0,1
CUST_F28F6CAE,9,2022-09,49349.09,61482.94,36953.18,210561.41,0.1755,0,2022-10-13,2022-10-13,5,0.3,0.0,1
CUST_F28F6CAE,10,2022-10,43528.51,32365.68,51313.75,210561.41,0.2437,2,2022-11-12,2022-11-14,5,0.3,0.0,1
CUST_F28F6CAE,11,2022-11,46258.58,34484.42,72174.58,210561.41,0.3428,0,2022-12-12,2022-12-12,5,0.3296,0.0845,1
CUST_F28F6CAE,12,2022-12,48715.69,53852.22,68397.93,210561.41,0.3248,3,2023-01-11,2023-01-14,5,0.3592,0.169,1
CUST_F28F6CAE,13,2023-01,41626.17,32571.4,65442.08,210561.41,0.3108,0,2023-02-10,2023-02-10,5,0.3887,0.2535,1
CUST_F28F6CAE,14,2023-02,41867.6,38297.72,82688.07,210561.41,0.3927,11,2023-03-12,2023-03-23,5,0.4183,0.338,1
CUST_F28F6CAE,15,2023-03,40748.97,64418.65,113434.96,210561.41,0.5387,5,2023-04-11,2023-04-16,5,0.4479,0.4225,1
CUST_F28F6CAE,16,2023-04,46760.79,51646.28,114293.45,210561.41,0.5428,11,2023-05-11,2023-05-22,5,0.4775,0.507,1
CUST_F28F6CAE,17,2023-05,40458.59,43497.35,127942.61,210561.41,0.6076,11,2023-06-10,2023-06-21,5,0.507,0.5915,1
CUST_D45BE0A8,0,2022-01,139046.89,24337.45,117606.95,668739.19,0.1759,0,2022-01-16,2022-01-16,5,0.3,0.0,1
CUST_D45BE0A8,1,2022-01,135384.44,48977.59,146452.5,668739.19,0.219,0,2022-02-15,2022-02-15,5,0.3,0.0,1
CUST_D45BE0A8,2,2022-03,144165.75,48779.36,139130.45,668739.19,0.208,0,2022-03-17,2022-03-17,5,0.3,0.0,1
CUST_D45BE0A8,3,2022-04,149419.85,71121.14,121286.79,668739.19,0.1814,0,2022-04-16,2022-04-16,5,0.3,0.0,1
CUST_D45BE0A8,4,2022-05,139616.24,59798.02,149189.93,668739.19,0.2231,2,2022-05-16,2022-05-18,5,0.3,0.0,1
CUST_D45BE0A8,5,2022-05,139911.81,67243.66,116624.3,668739.19,0.1744,0,2022-06-15,2022-06-15,5,0.3,0.0,1
CUST_D45BE0A8,6,2022-06,143434.25,13399.46,148024.33,668739.19,0.2213,0,2022-07-15,2022-07-15,5,0.3,0.0,1
CUST_D45BE0A8,7,2022-07,140546.68,31271.5,129904.81,668739.19,0.1943,4,2022-08-14,2022-08-18,5,0.3,0.0,1
CUST_D45BE0A8,8,2022-08,130047.58,45280.34,122332.4,668739.19,0.1829,0,2022-09-13,2022-09-13,5,0.3,0.0,1
CUST_D45BE0A8,9,2022-09,142098.66,68903.34,109382.72,668739.19,0.1636,0,2022-10-13,2022-10-13,5,0.3,0.0,1
CUST_D45BE0A8,10,2022-10,150189.68,28784.39,159459.91,668739.19,0.2384,0,2022-11-12,2022-11-12,5,0.3388,0.1109,1
CUST_D45BE0A8,11,2022-11,125403.06,62357.38,206789.62,668739.19,0.3092,0,2022-12-12,2022-12-12,5,0.3776,0.2218,1
CUST_D45BE0A8,12,2022-12,113125.4,21383.16,268610.42,668739.19,0.4017,0,2023-01-11,2023-01-11,4,0.4165,0.3328,1
CUST_D45BE0A8,13,2023-01,139253.81,21416.21,297043.48,668739.19,0.4442,15,2023-02-10,2023-02-25,3,0.4553,0.4437,1
CUST_D45BE0A8,14,2023-02,120850.37,61958.69,340992.47,668739.19,0.5099,7,2023-03-12,2023-03-19,3,0.4941,0.5546,1
CUST_D45BE0A8,15,2023-03,131605.3,61362.82,362759.15,668739.19,0.5425,25,2023-04-11,2023-05-06,2,0.5329,0.6655,1
CUST_D45BE0A8,16,2023-04,142957.64,28486.19,416261.9,668739.19,0.6225,14,2023-05-11,2023-05-25,2,0.5717,0.7764,1
CUST_D45BE0A8,17,2023-05,106169.48,34453.64,496161.23,668739.19,0.7419,14,2023-06-10,2023-06-24,1,0.6106,0.8873,1
CUST_75D6CC46,0,2022-01,76564.7,18542.18,85139.54,371977.92,0.2289,5,2022-01-16,2022-01-21,5,0.3,0.0,0
CUST_75D6CC46,1,2022-01,73818.02,56924.95,81915.88,371977.92,0.2202,0,2022-02-15,2022-02-15,5,0.3,0.0,0
CUST_75D6CC46,2,2022-03,74447.59,59889.47,95324.22,371977.92,0.2563,0,2022-03-17,2022-03-17,5,0.3,0.0,0
CUST_75D6CC46,3,2022-04,78871.23,19651.17,95140.62,371977.92,0.2558,0,2022-04-16,2022-04-16,5,0.3,0.0,0
CUST_75D6CC46,4,2022-05,75512.53,74576.95,72856.99,371977.92,0.1959,2,2022-05-16,2022-05-18,5,0.3,0.0,0
CUST_75D6CC46,5,2022-05,81667.49,37437.76,98030.51,371977.92,0.2635,2,2022-06-15,2022-06-17,5,0.3,0.0,0
CUST_75D6CC46,6,2022-06,72806.31,41864.28,86576.84,371977.92,0.2327,0,2022-07-15,2022-07-15,5,0.3,0.0,0
CUST_75D6CC46,7,2022-07,76529.64,33639.92,91443.7,371977.92,0.2458,0,2022-08-14,2022-08-14,5,0.3,0.0,0
CUST_75D6CC46,8,2022-08,78177.88,41386.06,82549.56,371977.92,0.2219,0,2022-09-13,2022-09-13,5,0.3,0.0,0
CUST_75D6CC46,9,2022-09,81696.67,43930.15,91781.68,371977.92,0.2467,1,2022-10-13,2022-10-14,5,0.3,0.0,0
CUST_75D6CC46,10,2022-10,75653.59,32070.65,83094.85,371977.92,0.2234,1,2022-11-12,2022-11-13,5,0.3,0.0,0
CUST_75D6CC46,11,2022-11,72003.23,50145.85,72049.01,371977.92,0.1937,5,2022-12-12,2022-12-17,5,0.3,0.0,0
CUST_75D6CC46,12,2022-12,81095.75,60725.08,74771.99,371977.92,0.201,0,2023-01-11,2023-01-11,5,0.3,0.0,0
CUST_75D6CC46,13,2023-01,77991.54,54494.89,82849.62,371977.92,0.2227,0,2023-02-10,2023-02-10,5,0.3,0.0,0
CUST_75D6CC46,14,2023-02,74200.06,55202.27,105286.87,371977.92,0.283,0,2023-03-12,2023-03-12,5,0.3,0.0,0
CUST_75D6CC46,15,2023-03,75283.62,26729.54,71754.48,371977.92,0.1929,0,2023-04-11,2023-04-11,5,0.3,0.0,0
CUST_75D6CC46,16,2023-04,84759.08,44930.36,85738.36,371977.92,0.2305,0,2023-05-11,2023-05-11,5,0.3,0.0,0
CUST_75D6CC46,17,2023-05,82083.51,22257.23,81754.61,371977.92,0.2198,4,2023-06-10,2023-06-14,5,0.3,0.0,0
CUST_8BD04144,0,2022-01,28868.58,77482.0,28277.23,93640.62,0.302,0,2022-01-16,2022-01-16,5,0.3,0.0,0
CUST_8BD04144,1,2022-01,26374.7,25279.56,23881.37,93640.62,0.255,0,2022-02-15,2022-02-15,5,0.3,0.0,0
CUST_8BD04144,2,2022-03,27530.0,43023.7,20010.64,93640.62,0.2137,1,2022-03-17,2022-03-18,5,0.3,0.0,0
CUST_8BD04144,3,2022-04,27503.73,22636.43,27406.16,93640.62,0.2927,1,2022-04-16,2022-04-17,5,0.3,0.0,0
CUST_8BD04144,4,2022-05,26471.04,49611.32,22958.6,93640.62,0.2452,0,2022-05-16,2022-05-16,5,0.3,0.0,0
CUST_8BD04144,5,2022-05,31230.73,24366.26,19282.07,93640.62,0.2059,2,2022-06-15,2022-06-17,5,0.3,0.0,0
CUST_8BD04144,6,2022-06,26955.73,57196.98,25632.43,93640.62,0.2737,1,2022-07-15,2022-07-16,5,0.3,0.0,0
CUST_8BD04144,7,2022-07,25334.06,30825.68,24914.95,93640.62,0.2661,0,2022-08-14,2022-08-14,5,0.3,0.0,0
CUST_8BD04144,8,2022-08,28662.6,40833.74,23832.97,93640.62,0.2545,2,2022-09-13,2022-09-15,5,0.3,0.0,0
CUST_8BD04144,9,2022-09,28433.29,33396.46,22822.33,93640.62,0.2437,0,2022-10-13,2022-10-13,5,0.3,0.0,0
CUST_8BD04144,10,2022-10,29866.86,39983.06,21252.52,93640.62,0.227,0,2022-11-12,2022-11-12,5,0.3,0.0,0
CUST_8BD04144,11,2022-11,26742.82,69217.19,27259.68,93640.62,0.2911,2,2022-12-12,2022-12-14,5,0.3,0.0,0
CUST_8BD04144,12,2022-12,27215.92,61814.06,25362.09,93640.62,0.2708,2,2023-01-11,2023-01-13,5,0.3,0.0,0
