customer_id,annual_income,credit_limit,distress_start,defaulted
CUST_EFB7397A,1732704.42,530120.33,3.0,1
CUST_9186409F,1293846.04,219695.57,,0
CUST_62E0541F,830959.02,233652.53,,0
CUST_AA2C2C56,566181.51,157404.91,,0
CUST_5DA409F6,567554.65,195999.31,6.0,1
CUST_8B5EC2E1,1192251.28,486985.2,9.0,1
CUST_0F90E0BB,714206.52,122226.78,,0
CUST_7322736F,1473381.31,447238.74,,0
CUST_F7F251CB,1600614.51,638408.98,,0
CUST_56BBCE16,482309.49,141344.0,6.0,1
CUST_2379D705,1046416.29,218885.4,,0
CUST_9C4436AE,517870.07,92849.87,,0
CUST_0CA351DF,1743828.77,466035.39,,0
CUST_F527B61E,1744078.42,435962.51,,0
CUST_A004541B,1114559.22,351777.55,,0
CUST_D4DBDFE1,1158399.84,293068.37,10.0,1
CUST_401DC4D8,1186916.46,405884.02,9.0,1
CUST_D1E99B63,1174659.91,205570.93,8.0,1
CUST_30034B66,1122647.24,253975.81,,0
CUST_020DD70D,610431.67,118567.1,,0
CUST_F3CF5AC5,1075705.29,399785.85,7.0,1
CUST_CED9E254,376772.15,152469.93,8.0,1
CUST_1C74C7D5,651080.19,223845.96,,0
CUST_11266D1C,597610.0,216648.76,,0
CUST_37A3A2AC,1213472.96,476707.29,,0
CUST_9A1E8909,816432.98,195513.59,,0
CUST_D7A15461,1126392.24,437569.4,,0
CUST_4485490E,952387.45,288126.78,,0
CUST_74A53E99,1177916.86,224713.4,,0
CUST_E9608F5D,740489.19,276825.97,3.0,1
CUST_97851276,1386169.03,344186.16,,0
CUST_F5D9651B,293412.39,49775.43,,0
CUST_0AD91CBB,936832.49,277740.43,,0
CUST_A711D658,636407.32,231837.29,3.0,1
CUST_F729BF6E,704720.66,134475.54,10.0,1
CUST_1B5ACDDD,708468.94,288476.69,,0
CUST_FCF13F26,924137.74,233960.56,4.0,1
CUST_C558FFEB,963465.17,223570.8,,0
CUST_7B677175,842356.55,322757.77,,0
CUST_DEB3DB69,1156253.54,419277.47,,0
CUST_BAE2E2F2,647099.05,195624.47,,0
CUST_5F66AA29,579649.4,238750.6,,0
CUST_B0440D04,1307983.77,284898.22,,0
CUST_27311476,1130581.07,340414.14,,0
CUST_9617F1B3,833585.04,181398.17,,0
CUST_3C24ADF4,1287158.48,456760.19,4.0,1
CUST_B7F0CDBB,532707.13,173498.11,,0
CUST_C4974468,1137688.22,318426.51,,0
CUST_1474C7C2,1581372.05,572467.3,,0
CUST_16B39311,1501831.65,459824.3,,0
CUST_7A06B560,709115.05,273612.78,,0
CUST_258139AB,674248.65,220160.74,,0
CUST_295549DE,1789932.11,523272.89,,0
CUST_25D0B791,1295365.74,271266.02,4.0,1
CUST_29A6289D,1633526.22,483344.27,,0
CUST_C4D1B3C0,1176927.7,314143.69,,0
CUST_DE17678C,250092.93,45414.05,,0
CUST_2E383679,1094072.92,390896.8,,0
CUST_60FFFDB0,1358687.93,423332.78,8.0,1
CUST_86F8AB55,1172761.92,287826.03,,0
CUST_501BA271,509099.08,98067.76,,0
CUST_55884073,626434.19,123594.68,,0
CUST_AC035270,1530504.49,311368.58,,0
CUST_5A742F21,896468.21,258174.27,,0
CUST_85A25595,340291.19,129184.92,,0
CUST_7CA78E3B,1555891.53,381868.07,,0
CUST_D9F8C6DE,1068848.8,300679.16,4.0,1
CUST_46D68AE5,906825.84,262643.47,,0
CUST_6F4F3209,1764017.05,414810.73,,0
CUST_6B6CC370,1376215.59,491528.38,4.0,1
CUST_252B5A3D,1388524.12,460522.77,,0
CUST_BAEBDCB4,624229.46,144255.71,,0
CUST_6F42ACF3,249049.69,82577.99,,0
CUST_4DFF65F3,869546.9,193469.07,10.0,1
CUST_3BFC4BAD,1464275.03,371689.24,,0
CUST_35B1B025,1565496.64,390916.35,,0
CUST_DA3C22E9,1030837.0,334436.4,,0
CUST_699F382A,249005.39,73340.87,,0
CUST_E9CEF9B0,1010152.18,363493.39,,0
CUST_3E5E2455,1616160.45,648420.82,,0
CUST_EC1E6F3D,896847.72,309058.18,,0
CUST_B3A221F9,758778.64,253999.83,,0
CUST_D60375E4,1532258.15,570946.65,,0
CUST_471BBB95,1042163.21,280913.19,,0
CUST_54414827,1652873.95,405480.2,5.0,1
CUST_900F6748,955116.67,302137.6,,0
CUST_F0780A64,276837.23,67730.65,5.0,1
CUST_D545105C,1508220.77,604044.59,9.0,1
CUST_79ECEED8,1636611.46,364278.01,,0
CUST_7B8DECD1,1057541.22,354584.42,9.0,1
CUST_46D4F12E,678453.23,211142.94,3.0,1
CUST_8E479BDF,1015826.23,352864.68,,0
CUST_3132ACF6,605616.7,236358.9,,0
CUST_7F9E99C6,967481.08,298560.29,,0
CUST_E4085D94,1191007.36,372173.3,,0
CUST_F4E64E4C,1213526.16,264639.21,,0
CUST_E646E7C0,447561.78,77173.39,,0
CUST_BFF5AD9C,603959.61,158924.23,7.0,1
CUST_50C11838,1698117.73,701606.01,,0
CUST_6254A1A2,1135906.94,273057.71,8.0,1
CUST_5C3ABAA1,442902.11,113825.44,7.0,1
CUST_D57FDC20,590462.11,196985.39,,0
CUST_D4DFE080,1133141.73,263156.77,,0
CUST_07CFB987,1010374.39,266130.06,,0
CUST_A61C2D78,704455.89,226702.04,3.0,1
CUST_6641D5F0,1248649.0,232807.86,,0
CUST_53100AD9,707588.64,276950.32,,0
CUST_2425BDB3,1688829.92,351821.02,,0
CUST_D649427D,1030668.8,310649.42,,0
CUST_3DD277B4,497045.35,175954.83,,0
CUST_B9D2BC04,646321.0,207581.11,,0
CUST_3F909286,1172319.54,384212.33,,0
CUST_DA5B3A95,263082.35,51014.2,5.0,1
CUST_01FE9823,1783914.67,712736.09,,0
CUST_238D2E4C,636798.75,224893.5,,0
CUST_3959CDDB,1648548.49,301820.22,,0
CUST_49435D8F,371652.14,102147.44,,0
CUST_7CADC9C5,988273.09,293509.12,,0
CUST_10259704,921139.74,277174.76,,0
CUST_ED7213D7,439663.61,116933.98,,0
CUST_B51E64D8,1543289.6,414876.39,10.0,1
CUST_5F6A3CEB,428275.21,137420.35,,0
CUST_274798A7,1749376.05,326052.48,,0
CUST_D84C1E2C,1597727.23,458608.76,,0
CUST_3633D12C,829613.8,178757.62,,0
CUST_480B7C07,748769.18,305400.51,,0
CUST_8A7F9E7D,1140095.39,247530.18,,0
CUST_A6537305,1657391.79,686492.68,8.0,1
CUST_C585B7B6,374351.37,105968.65,5.0,1
CUST_9AAB0F57,364307.18,72304.29,,0
CUST_2A89183F,1098100.65,382516.81,4.0,1
CUST_39529500,724762.76,298262.65,,0
CUST_B97597C0,633006.69,192783.68,,0
CUST_42447DE8,981062.15,343521.57,,0
CUST_25511277,1295382.9,373057.99,,0
CUST_33386CD4,460941.54,175565.75,,0
CUST_27223581,1766636.81,641417.59,,0
CUST_15933A6A,925311.38,321414.28,6.0,1
CUST_3A9A3D85,588060.15,146149.74,,0
CUST_FE884129,1237293.01,474597.19,6.0,1
CUST_C5E60854,517902.09,182364.66,,0
CUST_A745D7BF,1089190.46,351690.06,,0
CUST_F0A392BE,1732547.64,556688.16,,0
CUST_42CC0086,1490181.41,518935.67,,0
CUST_8C567FA8,1194025.48,469728.51,,0
CUST_33259C1B,1064248.66,268578.7,,0
CUST_6A83C6E3,1425157.28,276296.95,,0
CUST_39F6D8BB,1438410.83,461342.7,,0
CUST_0B056ECE,1140202.62,282450.01,6.0,1
CUST_2EE90328,468577.09,191914.54,3.0,1
CUST_087E9C59,252273.01,93108.07,8.0,1
CUST_EEB5CDD7,442813.34,170963.09,,0
CUST_9EEF9030,506055.71,156941.69,,0
CUST_0F672C9C,835775.77,202628.93,,0
CUST_6B3CE85E,941105.98,319532.44,,0
CUST_0CE9CE65,1704001.65,657348.21,,0
CUST_E81E6012,1706852.05,630087.97,,0
CUST_CBEA23D6,603058.34,179448.83,,0
CUST_07012C2D,1644826.31,524128.81,,0
CUST_2EC8C92D,1600187.91,480055.03,,0
CUST_3A13D407,1408659.87,514892.03,,0
CUST_7972624B,1492525.34,413963.47,,0
CUST_47BEFD3B,716197.07,226819.44,,0
CUST_0728D0B8,793471.06,140304.94,,0
CUST_DC7A2893,622953.56,198992.64,,0
CUST_4D9946D4,568554.44,176589.49,,0
CUST_5638FD95,1007217.08,189929.06,,0
CUST_529824B2,1456725.77,473164.57,,0
CUST_66CA040E,1682364.8,549227.7,,0
CUST_562C9DE5,1549522.95,270764.52,,0
CUST_40033870,437152.97,172860.17,,0
CUST_F084BD9A,1582667.1,456513.05,,0
CUST_C9A4F5C9,591450.4,166051.62,,0
CUST_DCD95EDE,1796173.19,374572.48,5.0,1
CUST_25B8C8F0,539628.48,91387.76,,0
CUST_87328AD5,1745837.98,528763.24,8.0,1
CUST_578F0918,1139572.82,254860.45,,0
CUST_632085A3,1000466.34,328615.95,3.0,1
CUST_5F0C1BED,836871.66,289574.66,,0
CUST_74012AB5,1248982.2,458712.81,,0
CUST_31932670,1404564.75,509071.82,9.0,1
CUST_6405E3CD,1003918.62,246495.81,7.0,1
CUST_9B655319,1143311.13,426165.47,,0
CUST_688BBAF0,584345.24,119481.87,,0
CUST_E67BC783,1309687.54,375741.53,,0
CUST_D5BC5FF2,858533.58,212575.35,,0
CUST_411986C8,1253744.56,301751.34,,0
CUST_E75F1111,1021803.27,280650.59,,0
CUST_282C5753,349157.44,118180.18,8.0,1
CUST_59C2AD86,1360981.74,296181.54,,0
CUST_46E8675A,805733.04,218492.3,,0
CUST_A74DEC3B,889006.27,185382.88,9.0,1
CUST_D7C0361C,320222.05,109489.56,,0
CUST_673DABA8,619628.63,168528.36,,0
CUST_A83998C0,1230009.88,436394.21,,0
CUST_A6F0DE83,737046.54,232783.57,,0
CUST_BDA18A43,1598347.13,662426.61,,0
CUST_BA818F6D,1287208.91,482187.53,,0
CUST_DFB3C696,640665.96,214073.13,,0
CUST_1FB62C1F,314621.29,95955.21,5.0,1
CUST_EDA22AB5,1501796.5,543923.94,,0
CUST_798C9112,1651651.76,561006.35,,0
CUST_A3CF96A1,1263349.02,321035.06,10.0,1
CUST_983321E0,934907.75,297873.34,5.0,1
CUST_C8D8855D,931698.85,169954.22,,0
CUST_B818B07A,624604.52,199148.36,,0
CUST_042FD995,1262479.19,485775.43,,0
CUST_B4849C14,568105.17,151857.29,,0
CUST_12DDBD3F,1603960.41,658378.35,,0
CUST_48C6C95E,1774407.27,427406.63,3.0,1
CUST_17E5DE20,601623.21,200783.5,,0
CUST_525721E6,1643352.92,624059.3,6.0,1
CUST_F32F10A3,407476.44,88577.97,,0
CUST_54B8CEBA,400278.41,88343.78,,0
CUST_2602C456,1285389.42,330955.09,,0
CUST_3EE5F3B0,1767229.23,335049.2,8.0,1
CUST_10BDCA51,880138.7,201425.9,,0
CUST_DD26DF3C,976061.95,367461.05,,0
CUST_F30A82D0,1538499.88,397100.01,,0
CUST_3E0228E5,1138332.94,244406.74,,0
CUST_9B386B6F,1737730.44,604348.32,,0
CUST_CC485B7E,1515412.49,621094.73,,0
CUST_8FF62BF7,778610.47,164856.0,,0
CUST_6DF0871A,318516.42,112867.2,10.0,1
CUST_EEE6B09F,434614.04,153254.35,9.0,1
CUST_5355A6EB,1410199.41,348288.01,,0
CUST_A8455064,368795.84,64920.64,,0
CUST_A8A6958A,1236740.88,358558.62,,0
CUST_C30D86D8,1254108.39,322175.83,,0
CUST_D3E7A72F,1346587.38,333123.35,,0
CUST_1E0C8780,1624416.91,490663.06,,0
CUST_6A09E4E0,1268622.2,227509.37,,0
CUST_5C0A564C,276275.44,84884.24,,0
CUST_8AAECF45,522471.75,146857.91,,0
CUST_2EC31680,899110.97,320058.36,10.0,1
CUST_4872090F,703281.01,190673.53,,0
CUST_FC1B1E34,1433848.1,471353.12,,0
CUST_10A6D0CB,1743267.05,571083.12,,0
CUST_145A4566,1686026.06,606102.26,9.0,1
CUST_CD4D4963,1574435.42,391437.98,7.0,1
CUST_0843ACE1,662448.07,155435.38,,0
CUST_425D5E49,1291209.48,411753.54,9.0,1
CUST_3AE68DBA,1321267.06,329779.54,,0
CUST_F71E2C06,371916.61,105631.71,,0
CUST_48F7325C,833435.09,299546.07,,0
CUST_2C4A72EE,1471210.29,589976.17,,0
CUST_E6D98908,987164.1,296767.78,,0
CUST_D8B8EB0E,1020955.99,271777.32,,0
CUST_49858378,1523550.97,452129.02,,0
CUST_6F2B9E6E,612150.94,219841.54,,0
CUST_6B272CAC,1773398.84,442663.84,,0
CUST_2B776FA8,1612502.61,321807.76,,0
CUST_3A1B9317,1716580.2,446398.76,,0
CUST_5D94B54F,381131.3,92879.27,,0
CUST_555ED0F0,286345.72,72945.87,,0
CUST_A278D8E7,702008.6,267564.58,,0
CUST_AD3380E1,1370972.26,267713.34,,0
CUST_6FBB2198,806254.38,146938.45,,0
CUST_A27365E0,1138974.44,314561.01,,0
CUST_71032CAE,478394.16,180340.17,,0
CUST_A1CB450B,245808.2,49828.35,,0
CUST_A87D0C72,1475913.71,401762.05,,0
CUST_DA477680,1625310.53,340585.96,,0
CUST_F028314F,430498.51,108003.81,,0
CUST_7E3F7D58,359417.34,101132.71,,0
CUST_29F9CE59,829413.82,256347.71,,0
CUST_9A6751C9,1155289.46,328995.92,,0
CUST_290460AB,1047572.99,335237.38,,0
CUST_2948A9BB,1723967.52,314946.45,,0
CUST_91ED647F,1233852.02,410119.06,3.0,1
CUST_D4EC9C2E,409142.48,147918.58,7.0,1
CUST_56EE9E7B,609856.86,190417.38,,0
CUST_89F77FE4,1047504.22,334796.81,,0
CUST_DE5E8A3B,610843.73,250062.17,7.0,1
CUST_261CCC1F,740248.48,209639.47,7.0,1
CUST_53C064AF,1604337.32,568209.31,,0
CUST_D960FCF9,1220078.65,227156.43,,0
CUST_2B8909BA,1662490.63,347618.28,,0
CUST_7E391F59,1087420.15,184367.93,,0
CUST_1BEB28B5,597111.83,210917.52,4.0,1
CUST_EF61911F,1029422.86,359514.5,,0
CUST_45C2EDAD,996743.55,373754.01,,0
CUST_FD620442,993526.55,357564.23,8.0,1
CUST_69D48979,1676870.02,567497.72,,0
CUST_CD2E50A7,1342832.85,301658.42,4.0,1
CUST_70F5C957,602532.53,154781.24,10.0,1
CUST_94E4B175,1538801.72,439206.96,,0
CUST_E02CC0F9,629387.47,242676.51,,0
CUST_BD950CEA,412525.48,74646.0,,0
CUST_041EC4D1,910796.56,321852.09,,0
CUST_3584B537,260440.23,60545.19,,0
CUST_AF461144,1678259.75,670302.29,,0
CUST_ED4D29AB,1508483.8,481451.23,6.0,1
CUST_30FCC7FD,1059664.68,181586.32,,0
CUST_6D07443E,1726288.65,645235.33,,0
CUST_1C0E5E2D,1499717.05,407034.7,,0
CUST_4EB2398D,1792187.11,441792.53,,0
CUST_3C8C6FE8,1546978.77,407307.71,,0
CUST_C02E7AE3,435267.58,93445.82,8.0,1
CUST_175FEF16,726803.5,231389.85,,0
CUST_D14E5CB9,993808.9,244127.46,,0
CUST_A3892ADC,1319527.25,349763.08,,0
CUST_BB73385C,1264711.32,523488.83,,0
